date,product_name,sku_number,quantity_sold
2025-04-25,Tea Powder 500g,SKU1006,6
2025-04-25,Toothpaste 150g,SKU1007,21
2025-04-25,Bath Soap,SKU1008,20
2025-04-25,Shampoo Sachet,SKU1009,46
2025-04-25,Biscuit Pack,SKU1010,37
2025-04-26,Rice 5kg,SKU1001,19
2025-04-26,Wheat Flour 5kg,SKU1002,23
2025-04-26,Sugar 1kg,SKU1003,31
2025-04-26,Sunflower Oil 1L,SKU1004,15
2025-04-26,Milk 1L,SKU1005,49
2025-04-26,Tea Powder 500g,SKU1006,3
2025-04-26,Toothpaste 150g,SKU1007,11
2025-04-26,Bath Soap,SKU1008,24
2025-04-26,Shampoo Sachet,SKU1009,53
2025-04-26,Biscuit Pack,SKU1010,45
2025-04-27,Rice 5kg,SKU1001,24
2025-04-27,Wheat Flour 5kg,SKU1002,17
2025-04-27,Sugar 1kg,SKU1003,28
2025-04-27,Sunflower Oil 1L,SKU1004,13
2025-04-27,Milk 1L,SKU1005,49
2025-04-27,Tea Powder 500g,SKU1006,14
2025-04-27,Toothpaste 150g,SKU1007,23
2025-04-27,Bath Soap,SKU1008,22
2025-04-27,Shampoo Sachet,SKU1009,53
2025-04-27,Biscuit Pack,SKU1010,44
2025-04-28,Rice 5kg,SKU1001,21
2025-04-28,Wheat Flour 5kg,SKU1002,20
2025-04-28,Sugar 1kg,SKU1003,23
2025-04-28,Sunflower Oil 1L,SKU1004,10
2025-04-28,Milk 1L,SKU1005,39
2025-04-28,Tea Powder 500g,SKU1006,10
2025-04-28,Toothpaste 150g,SKU1007,10
2025-04-28,Bath Soap,SKU1008,17
2025-04-28,Shampoo Sachet,SKU1009,45
2025-04-28,Biscuit Pack,SKU1010,36
2025-04-29,Rice 5kg,SKU1001,21
2025-04-29,Wheat Flour 5kg,SKU1002,14
2025-04-29,Sugar 1kg,SKU1003,22
2025-04-29,Sunflower Oil 1L,SKU1004,17
2025-04-29,Milk 1L,SKU1005,42
2025-04-29,Tea Powder 500g,SKU1006,12
2025-04-29,Toothpaste 150g,SKU1007,9
2025-04-29,Bath Soap,SKU1008,23
2025-04-29,Shampoo Sachet,SKU1009,49
2025-04-29,Biscuit Pack,SKU1010,33
2025-04-30,Rice 5kg,SKU1001,19
2025-04-30,Wheat Flour 5kg,SKU1002,13
2025-04-30,Sugar 1kg,SKU1003,21
2025-04-30,Sunflower Oil 1L,SKU1004,10
2025-04-30,Milk 1L,SKU1005,36
2025-04-30,Tea Powder 500g,SKU1006,11
2025-04-30,Toothpaste 150g,SKU1007,11
2025-04-30,Bath Soap,SKU1008,20
2025-04-30,Shampoo Sachet,SKU1009,51
2025-04-30,Biscuit Pack,SKU1010,44
